registration_number,legal_name,trade_name,address,county,status,status_label,date_first_registered,date_registered_begins,registered_through,deleted_date
028392,"2818 FULTON STREET PHARMACY, INC.",FULTON PHARMACY,2818 FULTON STREET BROOKLYN NY 11207,KINGS,Active,Establishment Status,"August 28, 2007","August 01, 2022","July 31, 2025",
020226,2950 DRUG CORP.,,2950 HEMPSTEAD TURNPIKE LEVITTOWN NY 11756,NASSAU,Transfer,Establishment Status,"June 02, 1989",,"March 12, 1999","March 12, 1999"
022894,2950 DRUG CORP.,SMITH PHARMACY,2950 HEMPSTEAD TPKE. LEVITTOWN NY 11756-1398,NASSAU,Discontinued,Establishment Status,"May 21, 1996",,"July 15, 1999","July 15, 1999"
033317,2M PHARMACY INC,WEBSTER'S COMMUNITY PHARMACY,2450 NORTH LAKE AVE ALTADENA CA 91001,,Discontinued,Establishment Status,"December 31, 2014","December 31, 2014","November 30, 2017","November 30, 2017"
036518,2ND AVE RX LLC,DRUG STOP PHARMACY,2062 2ND AVE. NEW YORK NY 10029-4704,NEW YORK,Transfer,Establishment Status,"April 10, 2018","April 01, 2021","October 08, 2021","October 08, 2021"
021557,2R DRUG CORP.,SUNRISE PHARMACY,111-21 JAMAICA AVE. RICHMOND HILL NY 11418,QUEENS,Active,Establishment Status,"March 17, 1993","April 01, 2022","March 31, 2025",
016075,3 RIVERS PHARMACY INC.,TRI-R NEIGHBORHOOD PHARMACY,3 RIVERS SHOPPING MALL RTE 57 PHOENIX NY 13135,OSWEGO,Discontinued,Establishment Status,"March 03, 1978",,"November 05, 1997","November 05, 1997"
016062,"30 ROCKNE RD., INC.",IVYLEA DRUGS,2446 ELMWOOD AVE KENMORE NY 14217,ERIE,Transfer,Establishment Status,"February 15, 1978","March 01, 2007","July 29, 2008","July 29, 2008"
019402,304 ENTERPRISES CORP.,,304 EAST 110TH ST. NEW YORK NY 10029,NEW YORK,Discontinued,Establishment Status,"March 23, 1987",,"May 22, 1992","May 22, 1992"
019118,3049 DRUG CORP.,SUPRA DRUG,3049-51 OCEAN PKWY. BROOKLYN NY 11235,KINGS,Discontinued,Establishment Status,"May 16, 1986",,"June 10, 2000","June 10, 2000"
026599,311 PHARMACY CORP.,HEIDI PHARMACY,522 WEST 181ST STREET NEW YORK NY 10033,NEW YORK,Transfer,Establishment Status,"April 02, 2004","May 01, 2010","January 25, 2013","January 25, 2013"
014621,3112 MERMAID DRUG & SURGICAL SUPPLY CORP.,,3112 MERMAID AVE. BROOKLYN NY 11224,KINGS,Discontinued,Establishment Status,"June 20, 1974",,"April 06, 1993","April 06, 1993"
035103,31ST & 3RD PHARMACY INC.,PARAMOUNT SPECIALTY PHARMACY,1860 WALT WHITMAN RD. MELVILLE NY 11747,SUFFOLK,Discontinued,Establishment Status,"April 04, 2017","April 01, 2020","March 15, 2021","March 15, 2021"
031166,32 PROCTOR PHARMACY INC.,PROCTOR PHARMACY,32 GRAMATAN AVENUE MT. VERNON NY 10550,WESTCHESTER,Discontinued,Establishment Status,"April 25, 2012","April 01, 2018","May 09, 2019","May 09, 2019"
031325,32-24 DRUG CORP.,ATHENA'S PHARMACY,32-84 STEINWAY ST. ASTORIA NY 11103-4006,QUEENS,Active,Establishment Status,"June 06, 2012","June 01, 2021","May 31, 2024",
019306,333 SWAN STREET INC.,BUFFALO PHARMACIES,333 SWAN STREET BUFFALO NY 14204,ERIE,Transfer,Establishment Status,"November 24, 1986",,"March 05, 1993","March 05, 1993"
027032,3340 BROADWAY PHARMACY #2 INC.,,3621 BROADWAY NEW YORK NY 10031,NEW YORK,Discontinued,Establishment Status,"February 25, 2005","February 01, 2017","November 27, 2017","November 27, 2017"
022629,"3340 BROADWAY PHARMACY, INC.",,3340 BROADWAY NEW YORK NY 10031,NEW YORK,Discontinued,Establishment Status,"August 23, 1995","September 01, 2013","December 03, 2014","December 03, 2014"
024280,335 RX CORP.,,335 GRAHAM AVENUE BROOKLYN NY 11211,KINGS,Transfer,Establishment Status,"May 07, 1999",,"April 08, 2002","April 08, 2002"
025335,336 BROADWAY PHARMACY CORP.,,336 BROADWAY NEW YORK NY 10013,NEW YORK,Discontinued,Establishment Status,"May 07, 2002",,"May 09, 2003","May 09, 2003"
023801,336 EAST 86TH STREET PHARMACY CORP,PRICE PHARMACY,336 EAST 86TH STREET NEW YORK NY 10028,NEW YORK,Discontinued,Establishment Status,"September 30, 1998",,"April 19, 2001","April 19, 2001"
016398,34-02 DRUG CORP.,PETER'S PHARMACY,34-02 30TH AVE. LONG ISLAND CITY NY 11103,QUEENS,Discontinued,Establishment Status,"April 05, 1979",,"October 24, 1988","October 24, 1988"
018677,341 DRUG COMPANY INC.,,341 KNICKERBOCKER AVE. BROOKLYN NY 11237,KINGS,Discontinued,Establishment Status,"June 25, 1985",,"January 19, 1995","January 19, 1995"
028449,360 KNICKER CORP.,QUICK RX,360 KNICKERBOCKER AVE BROOKLYN NY 11237,KINGS,Transfer,Establishment Status,"June 18, 2007","June 18, 2007","May 19, 2010","May 19, 2010"
019895,361 PHARMACY CORP.,,361 EAST 146TH ST. BRONX NY 10455,BRONX,Not Active,Establishment Status,Not On File,,"February 22, 1989","February 22, 1989"
026628,37-17 UNION PHARMACY CORPORATION,UNION PHARMACY,36-32 UNION STREET FLUSHING NY 11354,QUEENS,Active,Establishment Status,"May 24, 2004","May 01, 2022","April 30, 2025",
028883,370 PHARMACY CORP.,PROHEALTH PHARMACY,370 LEXINGTON AVE. NEW YORK NY 10017,NEW YORK,Discontinued,Establishment Status,"May 21, 2008","May 01, 2017","April 16, 2019","April 16, 2019"
020193,379 PLAZA DRUG & SURGICAL SUPPLY CORP.,PLAZA DRUG & SURGICAL SUPPLY,381B NESCONSET PORT JEFFERSON HIGHWAY HAUPPAUGE NY 11788,SUFFOLK,Discontinued,Establishment Status,"April 21, 1989",,"July 07, 1993","July 07, 1993"
021013,3817 BROADWAY PHARMACY INC.,VIM DRUGS,3835 BROADWAY NEW YORK NY 10032,NEW YORK,Transfer,Establishment Status,"December 26, 1991","January 01, 2014","November 05, 2015","November 05, 2015"
022940,"3817 BROADWAY PHARMACY, INC.",MORGAN PHARMACY,11 EDWARD MORGAN PL. NEW YORK NY 10032,NEW YORK,Discontinued,Establishment Status,"July 11, 1996",,"April 01, 1998","April 01, 1998"
018867,384 NOSTRAND PHARMACY INC.,,384 NOSTRAND AVE. BROOKLYN NY 11216,KINGS,Discontinued,Establishment Status,"November 13, 1985",,"December 15, 1989","December 15, 1989"
018271,385 KNICKERBOCKER DRUG CORP.,,385 KNICKERBOCKER AVE. BROOKLYN NY 11237,KINGS,Discontinued,Establishment Status,"September 05, 1984",,"May 01, 1991","May 01, 1991"
027458,"3890 BROADWAY PHARMACY IV, INC",,3898 BROADWAY NEW YORK NY 10032,NEW YORK,Discontinued,Establishment Status,"September 30, 2005","September 01, 2008","April 15, 2009","April 15, 2009"
015040,395 BROADWAY CORP,BROADWAY VARIETY DRUGS,395 BROADWAY BROOKLYN NY 11211,KINGS,Discontinued,Establishment Status,"April 01, 1975",,"June 28, 1988","June 28, 1988"
028909,3M COMPANY,3M ESPE DENTAL PRODUCTS,3M ESPE DENTAL PRODUCTS 2501 S.E. OTIS CORLEY DR BENTONVILLE AR 72712,,Discontinued,Establishment Status,"April 01, 2008","April 01, 2014","March 31, 2017","March 31, 2017"
033177,3M COMPANY,3M ESPE DENTAL PRODUCTS,2111 MCGAW AVE IRVINE CA 92614,,Not Active,Establishment Status,Not On File,,"July 09, 2015","July 09, 2015"
027227,"3M ESPE OMNI PREVENTIVE CARE, INC.","OMNI PREVENTIVE CARE, A 3M ESPE COMPANY",OMNI PREVENTIVE CARE A 3M ESPE COMPANY   STE 1 1500 N FLORIDA MANGO RD WEST PALM BEACH FL 33409,,Discontinued,Establishment Status,"April 13, 2005","April 01, 2005","April 03, 2008","April 03, 2008"
022003,40-06 MAIN PHARMACY INC.,PRESCRIPTION HEADQUARTERS,40-06 MAIN ST. FLUSHING NY 11375,QUEENS,Not Active,Establishment Status,Not On File,,"July 14, 1994","July 14, 1994"
008536,"405 86TH ST. PHARMACY, INC.",GLOBE DRUG STORE,405 86TH ST. BROOKLYN NY 11209,KINGS,Active,Establishment Status,"February 11, 1960","March 01, 2022","February 28, 2025",
019574,405 STONE AVE. PHARMACY CORP.,BROOKLYN CENTRAL PHARMACY,397 MOTHERGASTON BLVD. BROOKLYN NY 11212,KINGS,Transfer,Establishment Status,"October 13, 1987",,"November 30, 2000","November 30, 2000"
021535,418 AVENUE P PHARMACEUTICAL CORP.,COMMUNITY CHEMISTS,418 AVENUE P BROOKLYN NY 11223,KINGS,Transfer,Establishment Status,"January 19, 1993",,"February 26, 1997","February 26, 1997"
018836,"4180 BROADWAY HEALTH & BEAUTY AIDS, INC.",ST. JESUS PHARMACY,4180 BROADWAY NEW YORK NY 10033,NEW YORK,Transfer,Establishment Status,"October 23, 1985",,"May 13, 1996","May 13, 1996"
022634,42 LAKE RD. PHARMACY CORP.,CONGERS DRUGS,42 LAKE RD. W. CONGERS NY 10920,ROCKLAND,Discontinued,Establishment Status,"September 12, 1995",,"November 28, 1997","November 28, 1997"
022924,420 2ND AVE DRUG CORP.,HALPERN PHARMACY,331 E. 23RD. ST. NEW YORK NY 10010,NEW YORK,Active,Establishment Status,"August 06, 1996","September 01, 2022","August 31, 2025",
026463,424 NEIGHBORHOOD PHARMACY INC.,,424 SUTTER AVE. STORE #4 BROOKLYN NY 11212,KINGS,Active,Establishment Status,"April 02, 2004","May 01, 2022","April 30, 2025",
022681,4402 DRUG CORP.,RX UNLIMITED,4402 13TH AVE. BROOKLYN NY 11219,KINGS,Transfer,Establishment Status,"January 26, 1996",,"December 31, 1998","December 31, 1998"
032143,45 LUDLOW PHARMACY & SURGICAL SUPPLIES CORP,THE MEDICINE CABINET PHARMACY 3,45 LUDLOW ST YONKERS NY 10705,WESTCHESTER,Active,Establishment Status,"August 28, 2013","August 01, 2022","July 31, 2025",
021407,451 3RD AVENUE DRUG CORP.,"CORNER DRUG STORE, THE",451 THIRD AVE. NEW YORK NY 10016,NEW YORK,Transfer,Establishment Status,"October 01, 1992","January 01, 2005","January 31, 2006","January 31, 2006"
022780,459 PHARMACY CORP.,GARDEN COURT PHARMACY,459 86TH ST. BROOKLYN NY 11209,KINGS,Transfer,Establishment Status,"December 12, 1995",,"July 03, 1996","July 03, 1996"
027218,"475 NEW LOTS AVENUE PHARMACY, INC.",N.L. CLINIC PHARMACY,475 NEW LOTS AVENUE BROOKLYN NY 11207,KINGS,Transfer,Establishment Status,"August 11, 2005","August 01, 2014","March 16, 2015","March 16, 2015"
016925,475 PHARMACY CORP.,MC LEAN PHARMACY,642 B MC LEAN AVE. YONKERS NY 10705,WESTCHESTER,Discontinued,Establishment Status,"November 03, 1980","December 01, 2010","December 10, 2010","December 10, 2010"
031933,"4800 BEAR ROAD OPERATING COMPANY, LLC.",,4800 BEAR ROAD LIVERPOOL NY 13088-4604,ONONDAGA,Active,Establishment Status,"August 06, 2013","August 01, 2022","July 31, 2025",
017191,4818 DRUG CORP.,,4818 5TH AVE. BROOKLYN NY 11220,KINGS,Discontinued,Establishment Status,"July 21, 1981",,"July 09, 1990","July 09, 1990"
037134,"4MD MEDICAL SOLUTIONS, LLC",,15 AMERICA AVENUE SUITE 207 LAKEWOOD NJ 08701,,Not Active,Establishment Status,Not On File,,"June 08, 2020","June 08, 2020"
037098,4TH AVE DRUG STORE INC,,26 SOUTH 4TH AVE. MOUNT VERNON NY 10550,WESTCHESTER,Active,Establishment Status,"February 08, 2019","February 01, 2022","January 31, 2025",
031521,4TH STREET PHARMACY INC,UNIVERSITY COMPOUNDING PHARMACY,UNIVERSITY COMPOUNDING PHARMACY 1765 FOURTH AVE SAN DIEGO CA 92101,,Discontinued,Establishment Status,"September 06, 2012","September 01, 2015","October 29, 2015","October 29, 2015"
036459,"4U PHARMACY ONLINE, INC.",4U PHARMACY,217 AIRPORT PULLING RD S NAPLES FL 34104,,Discontinued,Establishment Status,"March 23, 2018","March 23, 2018","February 28, 2021","February 28, 2021"
036680,50 OCEANA PHARMACY CORP.,OCEANA PHARMACY,3211 CONEY ISLAND AVE. BROOKLYN NY 11235-7058,KINGS,Active,Establishment Status,"June 15, 2018","June 01, 2021","May 31, 2024",
015113,"500 NOSTRAND PHARMACY, INC.",BEVERLY PHARMACY,500 NOSTRAND AVE. BROOKLYN NY 11216-2008,KINGS,Discontinued,Establishment Status,"August 16, 1975",,"September 26, 1995","September 26, 1995"
019156,5001 CHURCH AVE. PHARMACY INC.,SILVER ROD DRUGS,5001 CHURCH AVE. BROOKLYN NY 11203,KINGS,Transfer,Establishment Status,"June 30, 1986",,"June 13, 1990","June 13, 1990"
019575,5003 8TH AVENUE PHARMACY CORP.,8TH AVENUE FAMILY PHARMACY,5003 8TH AVE. BROOKLYN NY 11219,KINGS,Discontinued,Establishment Status,"October 13, 1987",,"April 01, 1988","April 01, 1988"
030880,510 FULTON AVE CORP.,BEST CHOICE PHARMACY,510 FULTON AVE. HEMPSTEAD NY 11550,NASSAU,Discontinued,Establishment Status,"September 27, 2011","September 01, 2017","February 27, 2019","February 27, 2019"
015027,5124 DRUG CORP.,PARKER & MEGNA,5124 FIFTH AVE. BROOKLYN NY 11220,KINGS,Transfer,Establishment Status,"May 01, 1975",,"September 17, 1991","September 17, 1991"
020175,513 CENTRAL AVE. PHARMACY CORP.,,517 CENTRAL AVE. MASSAPEQUA NY 11758,NASSAU,Discontinued,Establishment Status,"March 21, 1989",,"February 07, 1992","February 07, 1992"
015579,513 HENRY STREET DRUG CORP.,,513 HENRY ST. BROOKLYN NY 11231-3038,KINGS,Discontinued,Establishment Status,"September 01, 1976",,"April 26, 2004","April 26, 2004"
032158,514 WILLIS AVE PHARMACY CORP.,BOCA PHARMACY,514 WILLIS AVENUE BRONX NY 10455-4028,BRONX,Transfer,Establishment Status,"August 28, 2013","August 01, 2016","August 10, 2018","August 10, 2018"
036714,514 WILLIS AVENUE DRUG CORP,BOCA PHARMACY,514 WILLIS AVENUE BRONX NY 10455,BRONX,Transfer,Establishment Status,"August 10, 2018","August 10, 2018","July 18, 2019","July 18, 2019"
033786,523 PHARMACY CORP.,,523 MALCOLM X BLVD NEW YORK NY 10037,NEW YORK,Transfer,Establishment Status,"August 18, 2015","August 01, 2018","March 04, 2019","March 04, 2019"
022921,5247 BROADWAY DRUGS INC.,DRUG MART,5203A BROADWAY BRONX NY 10463,BRONX,Active,Establishment Status,"January 06, 1997","February 01, 2022","January 31, 2025",
032856,543 LENOX CORP.,PALACE PHARMACY,543 LENOX AVE. NEW YORK NY 10037,NEW YORK,Transfer,Establishment Status,"July 16, 2014","July 16, 2014","March 15, 2017","March 15, 2017"
021671,545 COLUMBUS AVENUE CORP.,BRS APOTHECARY LTD.,545 COLUMBUS AVE. NEW YORK NY 10024,NEW YORK,Discontinued,Establishment Status,"July 07, 1993",,"May 31, 1996","May 31, 1996"
014561,55 WATER STREET DRUG CORP.,,55 WATER ST. NEW YORK NY 10004,NEW YORK,Discontinued,Establishment Status,"April 21, 1974",,"May 18, 1990","May 18, 1990"
022756,550 NORTH AVE. INC.,GRABEL'S PHARMACY,550 NORTH AVE. NEW ROCHELLE NY 10801,WESTCHESTER,Discontinued,Establishment Status,"December 05, 1995",,"December 30, 1999","December 30, 1999"
031934,"5775 MAELOU DRIVE OPERATING COMPANY, LLC.",,5775 MAELOU DRIVE HAMBURG NY 14075-7419,ERIE,Active,Establishment Status,"August 06, 2013","August 01, 2022","July 31, 2025",
018779,58 E. 116TH ST. PHARMACY OF NEW YORK INC.,,58 E. 116TH ST. NEW YORK NY 10029,NEW YORK,Discontinued,Establishment Status,"September 09, 1985",,"December 31, 1986","December 31, 1986"
020261,"58TH STREET PHARMACY, INC.",TOWN DRUG AND SURGICAL,428 WEST 59TH STREET NEW YORK NY 10019,NEW YORK,Discontinued,Establishment Status,"July 14, 1989","August 01, 2019","February 23, 2022","February 23, 2022"
031108,596 MORRIS AVENUE PHARMACY INC.,MORRISANIA PHARMACY,596 MORRIS AVE. BRONX NY 10451,BRONX,Transfer,Establishment Status,"January 19, 2012","January 01, 2015","October 05, 2017","October 05, 2017"
034131,5999 BROADWAY INC.,PHARMCARE PHARMACY,5999 BROADWAY BRONX NY 10471,BRONX,Transfer,Establishment Status,"December 31, 2015","December 31, 2015","December 27, 2016","December 27, 2016"
031740,6010 SUPER RX INC.,SUPERIOR PHARMACY,60-10A KISSENA BLVD. FLUSHING NY 11355,QUEENS,Transfer,Establishment Status,"February 14, 2013","February 14, 2013","February 27, 2015","February 27, 2015"
019406,"61 WEST KINGSBRIDGE PEOPLE'S DRUGS, INC.",KINGSBRIDGE DRUG,61 WEST KINGSBRIDGE RD. BRONX NY 10468,BRONX,Discontinued,Establishment Status,"March 24, 1987","April 01, 2016","March 30, 2016","March 30, 2016"
022453,623 TREMONT AVE. DRUG CORP.,TREMONT PRESCRIPTION CENTER,623 TREMONT AVE. BRONX NY 10457,BRONX,Transfer,Establishment Status,"June 05, 1995",,"September 16, 1998","September 16, 1998"
016437,629 EAST TREMONT AVE CORP.,,629 E. TREMONT AVE. BRONX NY 10457,BRONX,Transfer,Establishment Status,"May 11, 1979",,"May 20, 1993","May 20, 1993"
024647,63RD DRIVE PHARMACY CORP.,,93-05 63RD. DR. REGO PARK NY 11374,QUEENS,Discontinued,Establishment Status,"April 03, 2000","May 01, 2010","December 20, 2012","December 20, 2012"
014151,"63RD ROAD PHARMACY, INC.",R & X DRUG,97-48 63RD RD. REGO PARK NY 11374,QUEENS,Transfer,Establishment Status,"March 16, 1973",,"November 16, 1994","November 16, 1994"
039487,63RD RX CORP.,,98-55 63RD RD REGO PARK NY 11374,QUEENS,Active,Establishment Status,"May 06, 2022","May 06, 2022","April 30, 2025",
017665,66 BROADWAY DRUGS CORP.,GREENLAWN DRUG AND SURGICAL COMPANY,66 BROADWAY GREENLAWN NY 11740,SUFFOLK,Discontinued,Establishment Status,"January 21, 1983",,"December 13, 2004","December 13, 2004"
022529,66 NAGLE AVENUE CORP.,THERESA PHARMACY II,66 NAGLE AVE. NEW YORK NY 10040,NEW YORK,Transfer,Establishment Status,"June 22, 1995","July 01, 2010","February 24, 2012","February 24, 2012"
017367,"666 DRUG, INC.",MELROSE PHARMACY,666 CORTLANDT AVE BRONX NY 10451,BRONX,Transfer,Establishment Status,"February 01, 1982","March 01, 2010","April 26, 2011","April 26, 2011"
014437,6801 PHARMACY INC,RIDGEWOOD CHEMISTS,6801 FRESH POND ROAD RIDGEWOOD NY 11385,QUEENS,Discontinued,Establishment Status,"December 01, 1973",,"October 16, 1995","October 16, 1995"
019015,701 PHARMACY CORP.,HEIGHTS PHARMACY,701 ST. NICHOLAS AVE. NEW YORK NY 10031,NEW YORK,Discontinued,Establishment Status,"March 20, 1986",,"September 12, 1991","September 12, 1991"
019021,702 ROCKAWAY AVE. DRUGS INC.,K & H PHARMACY,702 ROCKAWAY AVE. BROOKLYN NY 11212,KINGS,Discontinued,Establishment Status,"March 25, 1986",,"December 21, 1992","December 21, 1992"
012378,711 MAPLE ROAD INC.,CVS PHARMACY,"711 MAPLE RD. AMHERST P.O. WILLIAMSVILLE, NY 14221",ERIE,Discontinued,Establishment Status,"February 01, 1969",,"August 25, 1991","August 25, 1991"
018435,723 DRUG CORP.,,723 GRAND ST BROOKLYN NY 11211,KINGS,Discontinued,Establishment Status,"January 14, 1985",,"September 30, 1989","September 30, 1989"
021059,727 ALLERTON DRUG CORP.,,727 ALLERTON AVE. BRONX NY 10467,BRONX,Discontinued,Establishment Status,"February 04, 1992","March 01, 2013","September 24, 2014","September 24, 2014"
038184,"1 PLUS PHARMACY, CORP.",,29 EAST BROADWAY NEW YORK NY 10002,NEW YORK,Not Active,Establishment Status,Not On File,,"September 23, 2020","September 23, 2020"
028701,"1 STOP PHARMACY & FOOD MART, INC.",,C/O PHARMACY 71-17 ROOSEVELT AVE JACKSON HEIGHTS NY 11372,QUEENS,Discontinued,Establishment Status,"December 12, 2007","December 12, 2007","March 16, 2009","March 16, 2009"
017003,10 MONROE DRUG CORP.,VILLAGE SHOPPE PHARMACY,61 CATHERINE ST NEW YORK NY 10038,NEW YORK,Transfer,Establishment Status,"December 08, 1980",,"December 07, 1988","December 07, 1988"
019404,"10 PARK PHARMACY, INC.",PASTEUR PHARMACY,53 E. 34TH ST. NEW YORK NY 10016,NEW YORK,Active,Establishment Status,"March 23, 1987","April 01, 2022","March 31, 2025",
039919,100 CARE PHARMACY INC.,,36-42 UNION STREET FLUSHING NY 11354,QUEENS,Active,Establishment Status,"November 09, 2022","November 09, 2022","October 31, 2025",
032914,101 FIRST CARE PHARMACY INC.,MI CASA RX,18 EAST 183RD STREET BRONX NY 10453,QUEENS,Not Registered,Establishment Status,"August 06, 2014","August 01, 2017","July 31, 2020",
018718,101 PHARMACY INC.,,59 EAST 183RD ST. BRONX NY 10453,BRONX,Discontinued,Establishment Status,"July 30, 1985",,"June 30, 1991","June 30, 1991"
038525,101 RX PHARMACY INC,,9718 101ST AVE. OZONE PARK NY 11416,QUEENS,Active,Establishment Status,"February 19, 2021","February 19, 2021","January 31, 2024",
034593,103 PHARMACY INC.,,2002 SECOND AVENUE STORE 1 NEW YORK NY 10029,NEW YORK,Transfer,Establishment Status,"June 22, 2016","June 01, 2019","May 27, 2021","May 27, 2021"
026172,1054 WEST BEECH INC.,KINGS PHARMACY,1054 WEST BEECH STREET LONG BEACH NY 11561,NASSAU,Transfer,Establishment Status,"August 26, 2003","September 01, 2007","August 26, 2010","August 26, 2010"
018784,"1055 PHARMACY, INC.",,1055 GRAND CONCOURSE BRONX NY 10458,BRONX,Discontinued,Establishment Status,"September 16, 1985",,"January 31, 1990","January 31, 1990"
015273,106 GRAHAM AVE. PHARMACY INC.,FAMACIA SALUD,106 GRAHAM AVE. BROOKLYN NY 11206,KINGS,Transfer,Establishment Status,"December 20, 1975",,"October 07, 1997","October 07, 1997"
036477,106 OZONE PK RX INC,OZONE PHARMACY,106-21 C 97TH ST. OZONE PARK NY 11417,QUEENS,Not Active,Establishment Status,Not On File,,"July 23, 2018","July 23, 2018"
017979,1068 DRUG CORP.,MIDWOOD MEDICAL PHARMACY,1068 FLATBUSH AVE. BROOKLYN NY 11226,KINGS,Discontinued,Establishment Status,"December 09, 1983",,"February 12, 2001","February 12, 2001"
033179,1070 SOUTHERN DRUG LLC,BOCA PHARMACY,1070 SOUTHERN BLVD BRONX NY 10459-2499,BRONX,Active,Establishment Status,"December 01, 2014","December 01, 2020","November 30, 2023",
039246,108 PHARMACY INC.,,45-02 108TH STREET NEW YORK NY 11368,NEW YORK,Active,Establishment Status,"December 15, 2021","December 15, 2021","November 30, 2024",
014817,108TH ST. PHARMACY INC.,3RD AVE. PRESCRIPTION CENTER,1980 THIRD AVE. NEW YORK NY 10029,NEW YORK,Transfer,Establishment Status,"November 30, 1974",,"March 23, 1998","March 23, 1998"
036469,10TH AVE PHARMACY INC,,4311 10TH AVE. BROOKLYN NY 11219,KINGS,Not Active,Establishment Status,Not On File,,"July 24, 2018","July 24, 2018"
017623,110 NORTH MAIN PHARMACY CORP.,DRUG MART OF NORTH MAIN,110 N. MAIN ST. SPRING VALLEY NY 10977,ROCKLAND,Discontinued,Establishment Status,"November 29, 1982",,"May 22, 1998","May 22, 1998"
017315,"1100 KENMORE AVE., INC.",BUFFALO PHARMACIES,1100 KENMORE AVENUE BUFFALO NY 14216,ERIE,Transfer,Establishment Status,"November 19, 1981",,"March 05, 1993","March 05, 1993"
